Belegnummer,Belegdatum,FilialeID,ProduktID,KundeID,Menge,Rabatt
B102067,2025-08-27,F4,P03,K0144,1,0.0
B102068,2025-08-28,F1,P09,K0030,2,0.0
B102069,2025-08-28,F1,P05,K0012,1,0.1
B102070,2025-08-28,F1,P13,K0032,1,0.1
B102071,2025-08-28,F1,P12,K0081,3,0.0
B102072,2025-08-28,F1,P18,K0015,1,0.0
B102073,2025-08-28,F1,P18,K0015,1,0.1
B102074,2025-08-28,F1,P04,K0016,1,0.1
B102075,2025-08-28,F2,P14,K0049,2,0.15
B102076,2025-08-28,F2,P16,K0056,1,0.15
B102077,2025-08-28,F3,P14,K0127,1,0.03
B102078,2025-08-28,F3,P18,K0130,1,0.0
B102079,2025-08-28,F4,P08,K0147,2,0.03
B102080,2025-08-28,F4,P12,K0157,2,0.05
B102081,2025-08-28,F4,P01,K0153,1,0.1
B102082,2025-08-29,F1,P15,K0037,1,0.0
B102083,2025-08-29,F1,P01,K0034,1,0.1
B102084,2025-08-29,F1,P03,K0015,1,0.05
B102085,2025-08-29,F1,P17,K0003,1,0.0
B102086,2025-08-29,F2,P06,K0082,1,0.25
B102087,2025-08-29,F2,P18,K0055,1,0.25
B102088,2025-08-29,F2,P15,K0080,1,0.2
B102089,2025-08-29,F2,P09,K0070,1,0.25
B102090,2025-08-29,F3,P16,K0160,1,0.05
B102091,2025-08-29,F3,P13,K0109,1,0.0
B102092,2025-08-29,F4,P04,K0159,1,0.1
B102093,2025-08-30,F1,P18,K0003,1,0.0
B102094,2025-08-30,F1,P02,K0013,1,0.0
B102095,2025-08-30,F1,P18,K0021,1,0.1
B102096,2025-08-30,F2,P13,K0078,1,0.2
B102097,2025-08-30,F2,P15,K0062,2,0.15
B102098,2025-08-30,F2,P10,K0083,1,0.2
B102099,2025-08-30,F2,P10,K0064,3,0.2
B102100,2025-08-30,F2,P13,K0047,1,0.2
B102101,2025-08-30,F2,P08,K0068,2,0.15
B102102,2025-08-30,F3,P17,K0127,1,0.0
B102103,2025-08-30,F3,P12,K0129,3,0.0
B102104,2025-08-30,F3,P18,K0088,1,0.05
B102105,2025-08-30,F3,P09,K0120,2,0.05
B102106,2025-08-30,F4,P09,K0021,3,0.1
B102107,2025-09-01,F1,P08,K0034,1,0.05
B102108,2025-09-01,F2,P11,K0077,1,0.2
B102109,2025-09-01,F3,P18,K0114,1,0.1
B102110,2025-09-02,F1,P10,K0008,2,0.0
B102111,2025-09-02,F2,P17,K0083,1,0.15
B102112,2025-09-02,F2,P11,K0073,1,0.15
B102113,2025-09-02,F2,P16,K0098,1,0.2
B102114,2025-09-02,F2,P06,K0064,1,0.2
B102115,2025-09-02,F4,P09,K0079,3,0.0
B102116,2025-09-02,F4,P05,K0013,1,0.0
B102117,2025-09-02,F4,P17,K0142,1,0.05
B102118,2025-09-03,F1,P08,K0040,1,0.05
B102119,2025-09-03,F2,P04,K0046,1,0.25
B102120,2025-09-03,F2,P07,K0064,1,0.2
B102121,2025-09-03,F2,P18,K0052,1,0.25
B102122,2025-09-03,F3,P18,K0119,1,0.1
B102123,2025-09-03,F3,P10,K0134,2,0.05
B102124,2025-09-03,F4,P13,K0145,2,0.0
B102125,2025-09-04,F1,P13,K0033,2,0.0
B102126,2025-09-04,F1,P06,K0003,1,0.05
B102127,2025-09-04,F1,P11,K0043,3,0.0
B102128,2025-09-04,F2,P10,K0050,2,0.15
B102129,2025-09-04,F2,P01,K0077,1,0.15
B102130,2025-09-04,F3,P03,K0119,1,0.05
B102131,2025-09-04,F3,P08,K0120,2,0.03
B102132,2025-09-04,F3,P12,K0122,3,0.03
B102133,2025-09-04,F3,P12,K0114,3,0.0
B102134,2025-09-04,F3,P08,K0118,2,0.03
B102135,2025-09-05,F2,P18,K0099,1,0.25
B102136,2025-09-05,F2,P09,K0079,1,0.15
B102137,2025-09-05,F3,P18,K0108,1,0.05
B102138,2025-09-05,F3,P12,K0090,1,0.1
B102139,2025-09-05,F4,P08,K0144,2,0.05
B102140,2025-09-05,F4,P18,K0144,1,0.0
B102141,2025-09-05,F4,P10,K0153,1,0.1
B102142,2025-09-06,F1,P17,K0002,1,0.1
B102143,2025-09-06,F1,P08,K0040,3,0.1
B102144,2025-09-06,F1,P17,K0002,1,0.03
B102145,2025-09-06,F3,P17,K0091,1,0.1
B102146,2025-09-06,F3,P16,K0119,1,0.0
B102147,2025-09-06,F3,P01,K0114,1,0.1
B102148,2025-09-06,F4,P08,K0044,1,0.03
B102149,2025-09-06,F4,P01,K0017,1,0.05
B102150,2025-09-08,F1,P10,K0040,1,0.1
B102151,2025-09-08,F1,P17,K0026,1,0.08
B102152,2025-09-08,F1,P15,K0001,1,0.0
B102153,2025-09-08,F1,P18,K0041,1,0.0
B102154,2025-09-08,F1,P15,K0006,2,0.03
B102155,2025-09-08,F1,P15,K0015,2,0.0
B102156,2025-09-08,F2,P04,K0073,1,0.25
B102157,2025-09-08,F2,P11,K0068,2,0.2
B102158,2025-09-08,F2,P12,K0068,1,0.2
B102159,2025-09-08,F2,P18,K0047,1,0.25
B102160,2025-09-08,F3,P02,K0003,1,0.05
B102161,2025-09-08,F3,P12,K0118,1,0.0
B102162,2025-09-08,F4,P01,K0148,1,0.1
B102163,2025-09-09,F1,P16,K0038,1,0.0
B102164,2025-09-09,F2,P08,K0078,2,0.25
B102165,2025-09-09,F2,P11,K0054,2,0.2
B102166,2025-09-09,F3,P14,K0033,1,0.0
B102167,2025-09-09,F3,P18,K0112,1,0.1
B102168,2025-09-10,F1,P08,K0028,3,0.03
B102169,2025-09-10,F1,P16,K0044,1,0.0
B102170,2025-09-10,F2,P05,K0078,1,0.15
B102171,2025-09-10,F2,P08,K0061,2,0.2
B102172,2025-09-10,F2,P01,K0049,1,0.2
B102173,2025-09-10,F2,P12,K0069,2,0.2
B102174,2025-09-10,F2,P03,K0074,1,0.2
B102175,2025-09-10,F2,P09,K0070,1,0.2
B102176,2025-09-10,F3,P12,K0100,1,0.1
B102177,2025-09-10,F3,P06,K0121,1,0.0
B102178,2025-09-10,F3,P16,K0107,1,0.05
B102179,2025-09-10,F4,P01,K0161,1,0.05
B102180,2025-09-11,F1,P12,K0032,3,0.1
B102181,2025-09-11,F3,P05,K0130,1,0.0
B102182,2025-09-11,F3,P12,K0127,1,0.03
B102183,2025-09-11,F3,P18,K0101,1,0.03
B102184,2025-09-11,F3,P10,K0098,1,0.0
B102185,2025-09-11,F3,P01,K0127,1,0.05
B102186,2025-09-11,F4,P18,K0148,1,0.05
B102187,2025-09-12,F1,P13,K0007,1,0.1
B102188,2025-09-12,F1,P08,K0039,2,0.08
B102189,2025-09-12,F1,P09,K0040,1,0.1
B102190,2025-09-12,F2,P18,K0056,1,0.2
B102191,2025-09-12,F2,P08,K0076,3,0.25
B102192,2025-09-12,F2,P06,K0069,1,0.2
B102193,2025-09-12,F3,P14,K0086,2,0.0
B102194,2025-09-12,F4,P18,K0153,1,0.08
B102195,2025-09-12,F4,P09,K0156,1,0.0
B102196,2025-09-13,F1,P05,K0002,1,0.03
B102197,2025-09-13,F1,P14,K0034,1,0.1
B102198,2025-09-13,F1,P13,K0006,2,0.03
B102199,2025-09-13,F2,P08,K0050,2,0.2
B102200,2025-09-13,F2,P16,K0047,1,0.2
B102201,2025-09-13,F2,P08,K0055,2,0.2
B102202,2025-09-13,F2,P08,K0052,3,0.25
B102203,2025-09-13,F2,P11,K0073,2,0.2
B102204,2025-09-13,F2,P14,K0040,1,0.25
B102205,2025-09-13,F3,P15,K0130,2,0.05
B102206,2025-09-13,F3,P11,K0113,3,0.05
B102207,2025-09-13,F3,P12,K0130,1,0.03
B102208,2025-09-13,F3,P11,K0119,3,0.0
B102209,2025-09-13,F3,P03,K0096,1,0.05
B102210,2025-09-13,F3,P16,K0107,1,0.0
B102211,2025-09-13,F4,P05,K0150,1,0.05
B102212,2025-09-13,F4,P10,K0154,2,0.05
B102213,2025-09-13,F4,P18,K0150,1,0.05
B102214,2025-09-13,F4,P17,K0141,1,0.03
B102215,2025-09-15,F1,P08,K0035,1,0.0
B102216,2025-09-15,F2,P13,K0059,2,0.15
B102217,2025-09-15,F2,P17,K0151,1,0.25
B102218,2025-09-15,F3,P16,K0117,1,0.0
B102219,2025-09-15,F3,P12,K0112,1,0.1
B102220,2025-09-15,F4,P10,K0159,1,0.08
B102221,2025-09-15,F4,P08,K0146,3,0.1
B102222,2025-09-16,F2,P18,K0057,1,0.15
B102223,2025-09-16,F2,P05,K0056,1,0.2
B102224,2025-09-16,F2,P16,K0064,1,0.2
B102225,2025-09-16,F2,P01,K0079,1,0.15
B102226,2025-09-16,F3,P15,K0134,2,0.0
B102227,2025-09-16,F3,P08,K0105,3,0.1
B102228,2025-09-16,F4,P06,K0144,1,0.1
B102229,2025-09-16,F4,P09,K0161,1,0.05
B102230,2025-09-17,F1,P02,K0025,1,0.1
B102231,2025-09-17,F1,P17,K0020,1,0.05
B102232,2025-09-17,F1,P14,K0037,2,0.05
B102233,2025-09-17,F1,P02,K0039,1,0.1
B102234,2025-09-17,F2,P10,K0079,2,0.2
B102235,2025-09-17,F3,P18,K0098,1,0.0
B102236,2025-09-17,F3,P07,K0118,1,0.03
B102237,2025-09-17,F3,P16,K0086,1,0.05
B102238,2025-09-17,F4,P16,K0144,1,0.0
B102239,2025-09-17,F4,P16,K0074,1,0.03
B102240,2025-09-17,F4,P05,K0154,1,0.1
B102241,2025-09-17,F4,P09,K0148,2,0.0
B102242,2025-09-18,F1,P06,K0014,1,0.05
B102243,2025-09-18,F1,P15,K0155,2,0.0
B102244,2025-09-18,F1,P16,K0016,1,0.03
B102245,2025-09-18,F2,P02,K0058,1,0.2
B102246,2025-09-18,F2,P12,K0075,1,0.15
B102247,2025-09-18,F3,P08,K0153,2,0.1
B102248,2025-09-18,F3,P09,K0117,2,0.1
B102249,2025-09-18,F4,P08,K0139,3,0.1
B102250,2025-09-19,F1,P14,K0010,2,0.05
B102251,2025-09-19,F1,P01,K0063,1,0.0
B102252,2025-09-19,F1,P04,K0040,1,0.05
B102253,2025-09-19,F1,P18,K0043,1,0.0
B102254,2025-09-19,F2,P16,K0047,1,0.2
B102255,2025-09-19,F2,P18,K0056,1,0.2
B102256,2025-09-19,F2,P06,K0074,1,0.25
B102257,2025-09-19,F2,P09,K0072,1,0.25
B102258,2025-09-19,F3,P09,K0111,3,0.1
B102259,2025-09-19,F3,P16,K0128,1,0.0
B102260,2025-09-19,F4,P14,K0073,2,0.03
B102261,2025-09-20,F1,P18,K0018,1,0.0
B102262,2025-09-20,F1,P08,K0023,3,0.0
B102263,2025-09-20,F1,P05,K0045,1,0.05
B102264,2025-09-20,F2,P09,K0073,2,0.2
B102265,2025-09-20,F2,P06,K0064,1,0.2
B102266,2025-09-20,F2,P09,K0067,1,0.2
B102267,2025-09-20,F3,P10,K0126,2,0.05
B102268,2025-09-20,F3,P09,K0092,3,0.0
B102269,2025-09-20,F3,P16,K0119,1,0.05
B102270,2025-09-20,F3,P17,K0126,1,0.1
B102271,2025-09-20,F3,P15,K0114,2,0.03
B102272,2025-09-20,F4,P09,K0151,3,0.05
B102273,2025-09-20,F4,P08,K0160,2,0.1
B102274,2025-09-22,F1,P01,K0043,1,0.05
B102275,2025-09-22,F1,P08,K0096,2,0.05
B102276,2025-09-22,F2,P12,K0014,3,0.2
B102277,2025-09-22,F2,P10,K0057,3,0.2
B102278,2025-09-22,F3,P16,K0089,1,0.0
B102279,2025-09-22,F4,P18,K0154,1,0.05
B102280,2025-09-23,F1,P08,K0133,3,0.0
B102281,2025-09-23,F1,P01,K0083,1,0.05
B102282,2025-09-23,F1,P05,K0012,1,0.1
B102283,2025-09-23,F1,P08,K0009,1,0.1
B102284,2025-09-23,F2,P11,K0049,3,0.2
B102285,2025-09-23,F3,P10,K0099,3,0.0
B102286,2025-09-23,F3,P17,K0133,1,0.0
B102287,2025-09-24,F1,P12,K0041,2,0.03
B102288,2025-09-24,F1,P08,K0002,3,0.0
B102289,2025-09-24,F1,P05,K0001,1,0.0
B102290,2025-09-24,F2,P07,K0079,1,0.2
B102291,2025-09-24,F2,P06,K0076,1,0.2
B102292,2025-09-24,F2,P07,K0069,1,0.2
B102293,2025-09-24,F3,P07,K0113,1,0.0
B102294,2025-09-24,F3,P18,K0128,1,0.05
B102295,2025-09-24,F3,P11,K0096,3,0.0
B102296,2025-09-24,F3,P02,K0129,1,0.1
B102297,2025-09-24,F4,P11,K0136,2,0.05
B102298,2025-09-25,F1,P12,K0038,3,0.03
B102299,2025-09-25,F2,P12,K0049,1,0.25
B102300,2025-09-25,F2,P08,K0075,3,0.2
B102301,2025-09-25,F2,P11,K0062,1,0.2
B102302,2025-09-25,F2,P12,K0066,2,0.25
B102303,2025-09-25,F3,P03,K0011,1,0.03
B102304,2025-09-25,F3,P10,K0060,3,0.1
B102305,2025-09-25,F4,P12,K0140,3,0.0
B102306,2025-09-25,F4,P03,K0149,1,0.1
B102307,2025-09-26,F1,P09,K0011,2,0.05
B102308,2025-09-26,F1,P14,K0029,2,0.05
B102309,2025-09-26,F2,P13,K0076,1,0.2
B102310,2025-09-26,F2,P09,K0064,3,0.15
B102311,2025-09-26,F3,P16,K0094,1,0.05
B102312,2025-09-26,F3,P04,K0085,1,0.05
B102313,2025-09-26,F3,P05,K0109,1,0.0
B102314,2025-09-26,F4,P16,K0148,1,0.1
B102315,2025-09-27,F1,P15,K0010,1,0.05
B102316,2025-09-27,F1,P01,K0005,1,0.0
B102317,2025-09-27,F2,P08,K0048,1,0.25
B102318,2025-09-27,F2,P12,K0081,1,0.2
B102319,2025-09-27,F2,P02,K0072,1,0.25
B102320,2025-09-27,F2,P01,K0067,1,0.2
B102321,2025-09-27,F3,P02,K0088,1,0.03
B102322,2025-09-27,F4,P05,K0160,1,0.05
B102323,2025-09-29,F1,P15,K0009,2,0.08
B102324,2025-09-29,F2,P06,K0049,1,0.15
B102325,2025-09-29,F3,P16,K0086,1,0.03
B102326,2025-09-29,F3,P11,K0132,2,0.1
B102327,2025-09-29,F3,P16,K0109,1,0.0
B102328,2025-09-29,F3,P06,K0133,1,0.0
B102329,2025-09-29,F3,P09,K0133,3,0.0
B102330,2025-09-29,F4,P15,K0154,1,0.08
B102331,2025-09-29,F4,P17,K0146,1,0.0
B102332,2025-09-30,F1,P12,K0007,3,0.05
B102333,2025-09-30,F1,P08,K0022,3,0.1
B102334,2025-09-30,F2,P14,K0074,1,0.15
B102335,2025-09-30,F2,P16,K0080,1,0.15
B102336,2025-09-30,F3,P11,K0050,2,0.0
B102337,2025-09-30,F3,P18,K0092,1,0.0
B102338,2025-09-30,F3,P10,K0085,3,0.0
B102339,2025-09-30,F4,P01,K0115,1,0.0
B102340,2025-09-30,F4,P16,K0146,1,0.0
B102341,2025-10-01,F1,P05,K0013,1,0.05
B102342,2025-10-01,F2,P10,K0054,3,0.2
B102343,2025-10-01,F3,P01,K0110,1,0.05
B102344,2025-10-02,F1,P17,K0044,1,0.0
B102345,2025-10-02,F1,P10,K0004,2,0.05
B102346,2025-10-02,F2,P11,K0068,2,0.2
B102347,2025-10-02,F3,P13,K0115,2,0.1
B102348,2025-10-02,F3,P18,K0107,1,0.0
B102349,2025-10-02,F3,P09,K0102,3,0.0
B102350,2025-10-02,F4,P05,K0138,1,0.0
B102351,2025-10-02,F4,P11,K0148,3,0.0
B102352,2025-10-03,F1,P08,K0006,1,0.0
B102353,2025-10-03,F1,P12,K0003,2,0.05
B102354,2025-10-03,F1,P12,K0012,2,0.1
B102355,2025-10-03,F3,P17,K0100,1,0.05
B102356,2025-10-04,F1,P09,K0010,2,0.0
B102357,2025-10-04,F2,P02,K0070,1,0.2
B102358,2025-10-04,F3,P16,K0089,1,0.05
B102359,2025-10-04,F4,P06,K0151,1,0.05
B102360,2025-10-04,F4,P18,K0148,1,0.05
B102361,2025-10-04,F4,P11,K0141,2,0.0
B102362,2025-10-06,F1,P11,K0039,1,0.08
B102363,2025-10-06,F2,P16,K0067,1,0.15
B102364,2025-10-06,F2,P09,K0067,3,0.25
B102365,2025-10-06,F3,P01,K0111,1,0.0
B102366,2025-10-06,F3,P18,K0109,1,0.1
B102367,2025-10-07,F2,P16,K0052,1,0.25
B102368,2025-10-07,F2,P15,K0077,2,0.2
B102369,2025-10-07,F3,P18,K0086,1,0.03
B102370,2025-10-07,F3,P08,K0120,3,0.1
B102371,2025-10-07,F3,P09,K0139,1,0.1
B102372,2025-10-08,F1,P16,K0011,1,0.05
B102373,2025-10-08,F1,P10,K0033,1,0.0
B102374,2025-10-08,F3,P13,K0120,1,0.03
B102375,2025-10-08,F3,P18,K0101,1,0.1
B102376,2025-10-08,F3,P05,K0119,1,0.1
B102377,2025-10-09,F1,P16,K0039,1,0.1
B102378,2025-10-09,F1,P06,K0021,1,0.03
B102379,2025-10-09,F2,P18,K0048,1,0.2
B102380,2025-10-09,F3,P05,K0089,1,0.0
B102381,2025-10-09,F3,P11,K0101,1,0.0
B102382,2025-10-09,F3,P12,K0005,2,0.1
B102383,2025-10-10,F1,P01,K0045,1,0.0
B102384,2025-10-10,F1,P11,K0027,2,0.05
B102385,2025-10-10,F1,P08,K0043,2,0.0
B102386,2025-10-10,F2,P18,K0058,1,0.2
B102387,2025-10-10,F2,P18,K0077,1,0.2
B102388,2025-10-10,F3,P07,K0128,1,0.05
B102389,2025-10-10,F3,P09,K0085,3,0.05
B102390,2025-10-10,F3,P05,K0121,1,0.0
B102391,2025-10-10,F4,P17,K0156,1,0.05
B102392,2025-10-10,F4,P09,K0139,2,0.05
B102393,2025-10-10,F4,P04,K0152,1,0.05
B102394,2025-10-11,F1,P16,K0035,1,0.03
B102395,2025-10-11,F1,P11,K0012,2,0.1
B102396,2025-10-11,F2,P15,K0073,2,0.2
B102397,2025-10-11,F2,P09,K0133,3,0.2
B102398,2025-10-11,F2,P04,K0049,1,0.25
B102399,2025-10-11,F3,P18,K0088,1,0.05
B102400,2025-10-11,F4,P06,K0155,1,0.0
B102401,2025-10-11,F4,P08,K0155,2,0.1
B102402,2025-10-13,F1,P17,K0045,1,0.0
B102403,2025-10-13,F1,P10,K0038,2,0.1
B102404,2025-10-13,F2,P11,K0053,2,0.2
B102405,2025-10-13,F3,P01,K0086,1,0.0
B102406,2025-10-13,F3,P06,K0086,1,0.0
B102407,2025-10-13,F3,P04,K0087,1,0.03
B102408,2025-10-14,F1,P04,K0030,1,0.05
B102409,2025-10-14,F1,P15,K0018,1,0.0
B102410,2025-10-14,F3,P09,K0089,2,0.1
B102411,2025-10-14,F3,P11,K0105,2,0.0
B102412,2025-10-14,F3,P02,K0137,1,0.0
B102413,2025-10-15,F1,P16,K0020,1,0.1
B102414,2025-10-15,F1,P16,K0043,1,0.05
B102415,2025-10-15,F1,P18,K0019,1,0.0
B102416,2025-10-15,F1,P09,K0020,3,0.03
B102417,2025-10-15,F3,P13,K0113,2,0.05
B102418,2025-10-15,F3,P16,K0103,1,0.05
B102419,2025-10-16,F1,P02,K0026,1,0.1
B102420,2025-10-16,F1,P02,K0041,1,0.0
B102421,2025-10-16,F2,P12,K0118,3,0.2
B102422,2025-10-16,F3,P16,K0091,1,0.05
B102423,2025-10-17,F1,P08,K0019,2,0.0
B102424,2025-10-17,F2,P18,K0057,1,0.2
B102425,2025-10-17,F2,P08,K0046,2,0.2
B102426,2025-10-17,F3,P16,K0084,1,0.0
B102427,2025-10-18,F1,P12,K0001,1,0.0
B102428,2025-10-18,F1,P16,K0021,1,0.0
B102429,2025-10-18,F1,P03,K0025,1,0.05
B102430,2025-10-18,F2,P01,K0073,1,0.2
B102431,2025-10-18,F2,P09,K0138,2,0.2
B102432,2025-10-18,F2,P16,K0048,1,0.15
B102433,2025-10-18,F2,P06,K0056,1,0.25
B102434,2025-10-18,F3,P18,K0084,1,0.0
B102435,2025-10-18,F3,P16,K0107,1,0.0
B102436,2025-10-18,F3,P11,K0108,1,0.0
B102437,2025-10-18,F3,P15,K0131,2,0.03
B102438,2025-10-18,F3,P09,K0107,3,0.0
B102439,2025-10-18,F4,P09,K0138,2,0.05
B102440,2025-10-20,F1,P13,K0013,2,0.03
B102441,2025-10-20,F2,P17,K0050,1,0.15
B102442,2025-10-20,F2,P05,K0058,1,0.25
B102443,2025-10-20,F3,P11,K0063,2,0.0
B102444,2025-10-20,F4,P16,K0140,1,0.05
B102445,2025-10-21,F1,P16,K0003,1,0.03
B102446,2025-10-21,F1,P14,K0008,1,0.0
B102447,2025-10-21,F2,P03,K0050,1,0.2
B102448,2025-10-21,F3,P02,K0087,1,0.05
B102449,2025-10-21,F3,P12,K0111,1,0.05
B102450,2025-10-21,F4,P16,K0140,1,0.0
B102451,2025-10-22,F1,P02,K0010,1,0.0
B102452,2025-10-22,F1,P02,K0012,1,0.08
B102453,2025-10-22,F3,P18,K0101,1,0.05
B102454,2025-10-22,F3,P07,K0093,1,0.05
B102455,2025-10-22,F3,P16,K0091,1,0.05
B102456,2025-10-22,F3,P11,K0117,1,0.0
B102457,2025-10-23,F1,P01,K0011,1,0.03
B102458,2025-10-23,F2,P08,K0063,3,0.15
B102459,2025-10-23,F2,P08,K0052,3,0.2
B102460,2025-10-23,F3,P10,K0084,1,0.0
B102461,2025-10-23,F3,P08,K0084,3,0.1
B102462,2025-10-23,F4,P15,K0158,1,0.0
B102463,2025-10-24,F1,P14,K0009,2,0.08
B102464,2025-10-24,F1,P09,K0024,3,0.05
B102465,2025-10-24,F1,P04,K0021,1,0.0
B102466,2025-10-24,F2,P08,K0050,1,0.2
B102467,2025-10-24,F3,P08,K0130,1,0.05
B102468,2025-10-24,F4,P14,K0161,1,0.0
B102469,2025-10-24,F4,P03,K0148,1,0.05
B102470,2025-10-24,F4,P02,K0154,1,0.08
B102471,2025-10-25,F1,P08,K0006,1,0.03
B102472,2025-10-25,F1,P18,K0026,1,0.08
B102473,2025-10-25,F1,P10,K0032,3,0.1
B102474,2025-10-25,F2,P16,K0080,1,0.2
B102475,2025-10-25,F3,P03,K0096,1,0.0
B102476,2025-10-25,F3,P08,K0098,2,0.03
B102477,2025-10-25,F3,P01,K0101,1,0.05
B102478,2025-10-25,F3,P14,K0105,1,0.03
B102479,2025-10-25,F3,P09,K0127,3,0.05
B102480,2025-10-25,F4,P01,K0148,1,0.03
B102481,2025-10-25,F4,P16,K0135,1,0.1
B102482,2025-10-25,F4,P09,K0147,3,0.0
B102483,2025-10-27,F1,P14,K0017,2,0.1
B102484,2025-10-27,F1,P13,K0007,1,0.1
B102485,2025-10-27,F2,P02,K0065,1,0.25
B102486,2025-10-27,F2,P14,K0073,1,0.2
B102487,2025-10-27,F3,P02,K0116,1,0.08
B102488,2025-10-27,F3,P04,K0099,1,0.0
B102489,2025-10-27,F4,P18,K0153,1,0.1
B102490,2025-10-28,F1,P15,K0031,2,0.05
B102491,2025-10-28,F1,P18,K0016,1,0.03
B102492,2025-10-28,F1,P18,K0002,1,0.0
B102493,2025-10-28,F2,P08,K0050,2,0.15
B102494,2025-10-28,F2,P18,K0080,1,0.15
B102495,2025-10-28,F3,P15,K0107,2,0.03
B102496,2025-10-28,F3,P12,K0110,3,0.03
B102497,2025-10-28,F3,P10,K0124,1,0.0
B102498,2025-10-29,F1,P11,K0029,3,0.1
B102499,2025-10-29,F1,P09,K0009,3,0.08
B102500,2025-10-29,F1,P01,K0015,1,0.0
B102501,2025-10-29,F3,P17,K0132,1,0.0
B102502,2025-10-29,F3,P09,K0111,2,0.05
B102503,2025-10-29,F3,P16,K0084,1,0.05
B102504,2025-10-29,F3,P11,K0022,2,0.1
B102505,2025-10-29,F4,P17,K0154,1,0.05
B102506,2025-10-29,F4,P08,K0155,1,0.0
B102507,2025-10-30,F1,P10,K0036,1,0.05
B102508,2025-10-30,F1,P08,K0086,3,0.05
B102509,2025-10-30,F3,P01,K0119,1,0.05
B102510,2025-10-30,F3,P13,K0100,2,0.1
B102511,2025-10-30,F4,P09,K0137,2,0.1
B102512,2025-10-30,F4,P11,K0147,1,0.05
B102513,2025-10-30,F4,P11,K0147,1,0.05
B102514,2025-10-31,F1,P08,K0027,2,0.0
B102515,2025-10-31,F1,P11,K0040,2,0.1
B102516,2025-10-31,F1,P05,K0006,1,0.03
B102517,2025-10-31,F2,P09,K0068,3,0.2
B102518,2025-10-31,F2,P17,K0066,1,0.2
B102519,2025-10-31,F2,P11,K0053,2,0.2
B102520,2025-10-31,F3,P12,K0091,1,0.0
B102521,2025-10-31,F3,P15,K0128,1,0.0
B102522,2025-10-31,F3,P18,K0132,1,0.0
B102523,2025-10-31,F4,P16,K0160,1,0.05
B102524,2025-11-01,F1,P02,K0131,1,0.05
B102525,2025-11-01,F1,P10,K0011,1,0.1
B102526,2025-11-01,F1,P09,K0045,1,0.03
B102527,2025-11-01,F2,P12,K0051,1,0.2
B102528,2025-11-01,F3,P13,K0041,2,0.1
B102529,2025-11-01,F3,P16,K0084,1,0.0
B102530,2025-11-01,F4,P12,K0137,2,0.1
B102531,2025-11-01,F4,P08,K0149,3,0.08
B102532,2025-11-04,F1,P13,K0121,2,0.0
B102533,2025-11-04,F3,P09,K0087,1,0.0
B102534,2025-11-04,F3,P12,K0095,3,0.0
B102535,2025-11-04,F3,P13,K0090,1,0.1
B102536,2025-11-04,F4,P14,K0139,1,0.08
B102537,2025-11-05,F1,P12,K0044,2,0.0
B102538,2025-11-05,F3,P13,K0098,1,0.0
B102539,2025-11-06,F1,P18,K0039,1,0.05
B102540,2025-11-06,F1,P12,K0020,1,0.05
B102541,2025-11-06,F3,P11,K0093,1,0.03
B102542,2025-11-06,F3,P08,K0084,3,0.05
B102543,2025-11-06,F3,P08,K0099,3,0.03
B102544,2025-11-07,F1,P12,K0042,3,0.1
B102545,2025-11-07,F2,P18,K0071,1,0.2
B102546,2025-11-07,F3,P05,K0132,1,0.03
B102547,2025-11-07,F3,P10,K0095,1,0.05
B102548,2025-11-07,F3,P14,K0095,1,0.0
B102549,2025-11-07,F3,P06,K0084,1,0.0
B102550,2025-11-07,F3,P17,K0116,1,0.1
B102551,2025-11-07,F4,P01,K0140,1,0.05
B102552,2025-11-08,F1,P03,K0022,1,0.1
B102553,2025-11-08,F1,P02,K0038,1,0.05
B102554,2025-11-08,F2,P16,K0067,1,0.25
B102555,2025-11-08,F3,P11,K0112,3,0.05
B102556,2025-11-08,F4,P03,K0146,1,0.0
B102557,2025-11-08,F4,P09,K0142,1,0.1
B102558,2025-11-10,F1,P18,K0018,1,0.0
B102559,2025-11-10,F1,P16,K0043,1,0.0
B102560,2025-11-10,F2,P12,K0036,2,0.15
B102561,2025-11-10,F2,P18,K0049,1,0.25
B102562,2025-11-10,F3,P08,K0111,2,0.0
B102563,2025-11-10,F3,P15,K0032,1,0.08
B102564,2025-11-10,F4,P16,K0144,1,0.0
B102565,2025-11-10,F4,P01,K0157,1,0.03
B102566,2025-11-11,F1,P12,K0002,2,0.03
B102567,2025-11-11,F2,P05,K0059,1,0.2
B102568,2025-11-11,F3,P18,K0095,1,0.1
B102569,2025-11-11,F4,P01,K0150,1,0.03
B102570,2025-11-12,F2,P13,K0060,1,0.2
B102571,2025-11-12,F2,P18,K0057,1,0.25
B102572,2025-11-12,F3,P09,K0089,2,0.1
B102573,2025-11-12,F3,P12,K0117,3,0.03
B102574,2025-11-12,F3,P02,K0131,1,0.0
B102575,2025-11-12,F4,P17,K0149,1,0.08
B102576,2025-11-12,F4,P08,K0158,1,0.0
B102577,2025-11-12,F4,P04,K0139,1,0.1
B102578,2025-11-13,F1,P18,K0036,1,0.0
B102579,2025-11-13,F1,P02,K0042,1,0.1
B102580,2025-11-13,F2,P18,K0048,1,0.2
B102581,2025-11-13,F2,P10,K0052,1,0.2
B102582,2025-11-13,F3,P16,K0102,1,0.0
B102583,2025-11-13,F3,P16,K0129,1,0.03
