Export RT-Kasse v4.2 | Rad & Tat GmbH | erstellt 2026-01-02 06:00 | alle Filialen
Belegnummer,Belegdatum,Filiale,Kategorie,Produkt,Menge,Umsatz,Kosten
B100338,2025-03-14,Köln,Zubehör,Luftpumpe,3,74.70,29.70
B100339,2025-03-14,Köln,Zubehör,Helm Urban,2,159.80,76.00
B100340,2025-03-14,München,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B100341,2025-03-14,München ,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100342,2025-03-14,München  ,Zubehör,Helm Urban,3,232.51,114.00
B100343,2025-03-14,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100344,2025-03-14,Leipzig,Bekleidung,Regenjacke,2,258.00,122.00
B100345,2025-03-15,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B100346,2025-03-15,München,zubehör,Lichtset LED,2,75.81,33.60
B100347,2025-03-15,München,E-Bikes,E-Bike City,1,2299.08,1690.00
B100348,2025-03-15,München,Zubehör,Faltschloss,1,56.90,27.50
B100349,2025-03-15,München,Zubehör,Luftpumpe,2,49.80,19.80
B100350,2025-03-15,München,zubehör,Helm Urban,2,159.80,76.00
B100351,2025-03-15,München,Zubehör,Lichtset LED,1,38.70,16.80
B100352,2025-03-15,München,Zubehör,Fahrradtasche,1,89.00,44.00
B100353,2025-03-15,Leipzig ,Bekleidung,Radhose,1,62.10,29.00
B100354,2025-03-15,Leipzig,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B100355,2025-03-17,Hamburg,e-bikes,E-Bike City,1,2249.10,1690.00
B100356,2025-03-17,Hamburg,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100357,2025-03-17,München ,Zubehör,Lichtset LED,1,39.90,16.80
B100358,2025-03-17,München,Zubehör,Luftpumpe,2,47.31,19.80
B100359,2025-03-18,Hamburg,zubehör,Lichtset LED,3,113.71,50.40
B100360,2025-03-18,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B100361,2025-03-18,Köln,Zubehör,Luftpumpe,2,48.31,19.80
B100362,2025-03-18,Köln,zubehör,Fahrradtasche,2,178.00,88.00
B100363,2025-03-18,Köln,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B100364,2025-03-18,München,Zubehör,Fahrradtasche,1,89.00,44.00
B100365,2025-03-18,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B100366,2025-03-18,München,Zubehör,Lichtset LED,1,39.90,16.80
B100367,2025-03-18,Leipzig,Zubehör,Faltschloss,3,170.71,82.50
B100368,2025-03-18,Leipzig,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100369,2025-03-19,Hamburg,Zubehör,Lichtset LED,2,75.81,33.60
B100370,2025-03-19,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100371,2025-03-19,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B100372,2025-03-19,Hamburg,Zubehör,Fahrradtasche,1,89.00,44.00
B100373,2025-03-19,München  ,zubehör,Faltschloss,1,59.90,27.50
B100374,2025-03-19,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100375,2025-03-19,München,Bekleidung,Regenjacke,2,232.20,122.00
B100376,2025-03-19,München,werkstatt,Inspektion E-Bike,1,149.00,88.00
B100377,2025-03-19,Leipzig,Zubehör,Faltschloss,3,161.73,82.50
B100378,2025-03-19,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100379,2025-03-20,Hamburg,Zubehör,Lichtset LED,2,79.80,33.60
B100380,2025-03-20,Köln,Zubehör,Faltschloss,3,174.31,82.50
B100381,2025-03-20,Köln,Zubehör,Helm Urban,1,75.91,38.00
B100382,2025-03-20,München,Zubehör,Lichtset LED,3,119.70,50.40
B100383,2025-03-20,Leipzig,bekleidung,Handschuhe,2,58.01,23.00
B100384,2025-03-21,Hamburg,Zubehör,Lichtset LED,2,77.41,33.60
B100385,2025-03-21,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B100386,2025-03-21,Köln,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100387,2025-03-21,Köln,Fahrräder,Stadtrad Classic,1,616.55,410.00
B100388,2025-03-21,München,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B100389,2025-03-21,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100390,2025-03-21,München,Bekleidung,Handschuhe,2,59.80,23.00
B100391,2025-03-21,München,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B100392,2025-03-21,Leipzig,Werkstatt,Inspektion Standard,1,80.10,52.00
B100393,2025-03-22,Hamburg,zubehör,Helm Urban,2,143.82,76.00
B100394,2025-03-22,Hamburg,Bekleidung,Radhose,1,65.55,29.00
B100395,2025-03-22,Hamburg,Bekleidung,Radhose,1,62.10,29.00
B100396,2025-03-22,Köln,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B100397,2025-03-22,Köln,Bekleidung,Regenjacke,1,129.00,61.00
B100398,2025-03-22,München,Bekleidung,Regenjacke,2,245.10,122.00
B100399,2025-03-22,München,e-bikes,E-Bike Trekking,1,2879.10,2170.00
B100400,2025-03-22,München,Zubehör,Helm Urban,2,151.81,76.00
B100401,2025-03-22,Leipzig  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100402,2025-03-22,Leipzig,zubehör,Helm Urban,2,143.82,76.00
B100403,2025-03-22,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100404,2025-03-24,Hamburg,Zubehör,Helm Urban,3,227.72,114.00
B100405,2025-03-24,Hamburg,Zubehör,Helm Urban,2,151.81,76.00
B100406,2025-03-24,Köln,E-Bikes,E-Bike City,1,2249.10,1690.00
B100407,2025-03-24,Köln,E-Bikes,E-Lastenrad,1,4491.00,3490.00
B100408,2025-03-24,Köln,Bekleidung,Handschuhe,1,28.40,11.50
B100409,2025-03-24,München,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B100410,2025-03-24,München,zubehör,Faltschloss,3,174.31,82.50
B100411,2025-03-24,München,Zubehör,Luftpumpe,1,22.41,9.90
B100412,2025-03-24,Leipzig,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B100413,2025-03-25,Hamburg,Werkstatt,Schlauchwechsel,1,19.30,9.00
B100414,2025-03-25,Hamburg,Zubehör,Faltschloss,1,56.90,27.50
B100415,2025-03-25,Hamburg,Zubehör,Lichtset LED,1,37.90,16.80
B100416,2025-03-25,Köln,Zubehör,Lichtset LED,1,37.90,16.80
B100417,2025-03-25,Köln,Zubehör,Helm Urban,1,77.50,38.00
B100418,2025-03-25,Köln,Zubehör,Fahrradtasche,1,89.00,44.00
B100419,2025-03-25,Köln,Bekleidung,Regenjacke,2,232.20,122.00
B100420,2025-03-25,München,Zubehör,Luftpumpe,2,49.80,19.80
B100421,2025-03-25,München,Zubehör,Helm Urban,1,79.90,38.00
B100422,2025-03-25,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B100423,2025-03-25,Leipzig,Zubehör,Lichtset LED,2,77.41,33.60
B100424,2025-03-25,Leipzig,Werkstatt,Schlauchwechsel,1,19.30,9.00
B100425,2025-03-25,Leipzig,Zubehör,Luftpumpe,1,23.65,9.90
B100426,2025-03-25,Leipzig,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B100427,2025-03-26,Hamburg,Zubehör,Faltschloss,3,179.70,82.50
B100428,2025-03-26,Hamburg,Bekleidung,Handschuhe,2,53.82,23.00
B100429,2025-03-26,Köln,Zubehör,Helm Urban,3,227.72,114.00
B100430,2025-03-26,München,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100431,2025-03-27,Hamburg  ,Zubehör,Helm Urban,2,159.80,76.00
B100432,2025-03-27,Köln,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B100433,2025-03-27,Köln  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100434,2025-03-27,München  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100435,2025-03-27,München  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B100436,2025-03-27,München,Zubehör,Faltschloss,2,113.81,55.00
B100437,2025-03-27,München,Zubehör,Faltschloss,3,165.32,82.50
B100438,2025-03-27,München,Zubehör,Helm Urban,3,227.72,114.00
B100439,2025-03-27,Leipzig,Zubehör,Faltschloss,2,119.80,55.00
B100440,2025-03-28,Hamburg,Zubehör,Lichtset LED,2,79.80,33.60
B100441,2025-03-28,Hamburg ,Zubehör,Faltschloss,1,56.90,27.50
B100442,2025-03-28,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B100443,2025-03-28,Köln,Zubehör,Fahrradtasche,1,84.55,44.00
B100444,2025-03-28,Köln  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100445,2025-03-28,Köln,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100446,2025-03-28,München ,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100447,2025-03-28,München,Zubehör,Helm Urban,1,79.90,38.00
B100448,2025-03-28,München,Zubehör,Luftpumpe,2,44.82,19.80
B100449,2025-03-28,Leipzig,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100450,2025-03-29,Hamburg,Zubehör,Lichtset LED,2,77.41,33.60
B100451,2025-03-29,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B100452,2025-03-29,Hamburg,zubehör,Lichtset LED,3,113.71,50.40
B100453,2025-03-29,Köln,Fahrräder,Stadtrad Classic,1,584.10,410.00
B100454,2025-03-29,Köln,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B100455,2025-03-29,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B100456,2025-03-29,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B100457,2025-03-29,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B100458,2025-03-29,Leipzig,Zubehör,Luftpumpe,2,47.31,19.80
B100459,2025-03-31,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100460,2025-03-31,Hamburg,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B100461,2025-03-31,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100462,2025-03-31,München  ,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100463,2025-03-31,München,Zubehör,Lichtset LED,2,79.80,33.60
B100464,2025-03-31,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B100465,2025-03-31,Leipzig,Werkstatt,Schlauchwechsel,1,18.31,9.00
B100466,2025-03-31,Leipzig,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B100467,2025-04-01,Hamburg,Zubehör,Faltschloss,2,107.82,55.00
B100468,2025-04-01,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B100469,2025-04-01,Hamburg,E-Bikes,E-Lastenrad,1,4590.80,3490.00
B100470,2025-04-01,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B100471,2025-04-01,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B100472,2025-04-01,Hamburg,Fahrräder,Stadtrad Classic,1,629.53,410.00
B100473,2025-04-01,Hamburg,Zubehör,Lichtset LED,2,79.80,33.60
B100474,2025-04-01,Hamburg,fahrräder,Stadtrad Classic,1,597.08,410.00
B100475,2025-04-01,Köln,Fahrräder,Stadtrad Classic,1,616.55,410.00
B100476,2025-04-01,Köln  ,Zubehör,Lichtset LED,3,119.70,50.40
B100477,2025-04-01,Köln,Zubehör,Faltschloss,2,119.80,55.00
B100478,2025-04-01,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100479,2025-04-01,Leipzig,Zubehör,Helm Urban,2,143.82,76.00
B100480,2025-04-01,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B100481,2025-04-02,Hamburg  ,Bekleidung,Handschuhe,1,28.40,11.50
B100482,2025-04-02,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B100483,2025-04-02,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B100484,2025-04-02,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100485,2025-04-02,Köln,Zubehör,Faltschloss,3,170.71,82.50
B100486,2025-04-02,Köln,Zubehör,Luftpumpe,2,49.80,19.80
B100487,2025-04-02,München ,Bekleidung,Radhose,1,65.55,29.00
B100488,2025-04-02,München,Fahrräder,Stadtrad Classic,1,584.10,410.00
B100489,2025-04-02,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100490,2025-04-02,München,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B100491,2025-04-02,Leipzig,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B100492,2025-04-03,Hamburg,Zubehör,Faltschloss,1,59.90,27.50
B100493,2025-04-03,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B100494,2025-04-03,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100495,2025-04-03,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B100496,2025-04-03,Köln,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B100497,2025-04-03,Köln,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B100498,2025-04-03,München,Bekleidung,Radhose,2,131.10,58.00
B100499,2025-04-03,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100500,2025-04-03,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100501,2025-04-03,München,Zubehör,Faltschloss,2,119.80,55.00
B100502,2025-04-03,München,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100503,2025-04-03,München,Bekleidung,Regenjacke,1,122.55,61.00
B100504,2025-04-03,Leipzig,Zubehör,Helm Urban,1,71.91,38.00
B100505,2025-04-04,Hamburg,Zubehör,Faltschloss,1,53.91,27.50
B100506,2025-04-04,Hamburg ,Zubehör,Luftpumpe,3,70.96,29.70
B100507,2025-04-04,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B100508,2025-04-04,Köln,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B100509,2025-04-04,München,Fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B100510,2025-04-04,München,Zubehör,Fahrradtasche,3,253.65,132.00
B100511,2025-04-04,München,Zubehör,Faltschloss,2,119.80,55.00
B100512,2025-04-04,München,Zubehör,Faltschloss,3,161.73,82.50
B100513,2025-04-04,München,Zubehör,Fahrradtasche,3,267.00,132.00
B100514,2025-04-04,Leipzig  ,Zubehör,Faltschloss,2,116.21,55.00
B100515,2025-04-05,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B100516,2025-04-05,Hamburg,Zubehör,Luftpumpe,3,72.46,29.70
B100517,2025-04-05,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100518,2025-04-05,Köln,Zubehör,Faltschloss,2,119.80,55.00
B100519,2025-04-05,Köln,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100520,2025-04-05,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B100521,2025-04-05,München,Zubehör,Fahrradtasche,2,169.10,88.00
B100522,2025-04-05,München,Bekleidung,Handschuhe,2,56.81,23.00
B100523,2025-04-05,München ,Bekleidung,Radhose,2,131.10,58.00
B100524,2025-04-05,München,Zubehör,Fahrradtasche,2,160.20,88.00
B100525,2025-04-05,München,Zubehör,Luftpumpe,3,74.70,29.70
B100526,2025-04-05,München,Bekleidung,Handschuhe,1,29.90,11.50
B100527,2025-04-05,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B100528,2025-04-05,München,Zubehör,Lichtset LED,2,75.81,33.60
B100529,2025-04-05,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B100530,2025-04-05,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100531,2025-04-05,Leipzig,E-Bikes,E-Bike City,1,2249.10,1690.00
B100532,2025-04-05,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B100533,2025-04-07,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B100534,2025-04-07,Hamburg,Zubehör,Luftpumpe,1,24.90,9.90
B100535,2025-04-07,Hamburg,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100536,2025-04-07,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100537,2025-04-07,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B100538,2025-04-07,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100539,2025-04-07,Köln,Zubehör,Faltschloss,1,59.90,27.50
B100540,2025-04-07,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B100541,2025-04-07,München,Fahrräder,Stadtrad Classic,1,584.10,410.00
B100542,2025-04-07,München,Bekleidung,Regenjacke,2,258.00,122.00
B100543,2025-04-07,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100544,2025-04-07,München,werkstatt,Schlauchwechsel,1,19.30,9.00
B100545,2025-04-07,Leipzig,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B100546,2025-04-07,Leipzig,Bekleidung,Regenjacke,2,232.20,122.00
B100547,2025-04-07,Leipzig,E-Bikes,E-Bike City,1,2374.05,1690.00
B100548,2025-04-08,Hamburg,Zubehör,Helm Urban,1,71.91,38.00
B100549,2025-04-08,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B100550,2025-04-08,Hamburg,Zubehör,Luftpumpe,2,44.82,19.80
B100551,2025-04-08,Köln,Zubehör,Lichtset LED,2,79.80,33.60
B100552,2025-04-08,Köln,Werkstatt,Schlauchwechsel,1,18.90,9.00
B100553,2025-04-08,Köln,Werkstatt,Inspektion Standard,1,84.55,52.00
B100554,2025-04-08,Köln,E-Bikes,E-Bike City,1,2499.00,1690.00
B100555,2025-04-08,Köln,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100556,2025-04-08,München,Zubehör,Lichtset LED,3,107.73,50.40
B100557,2025-04-09,Hamburg,zubehör,Lichtset LED,2,79.80,33.60
B100558,2025-04-09,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100559,2025-04-09,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100560,2025-04-09,Köln,Zubehör,Fahrradtasche,3,267.00,132.00
B100561,2025-04-09,München  ,Zubehör,Lichtset LED,2,79.80,33.60
B100562,2025-04-09,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100563,2025-04-09,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100564,2025-04-09,München,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B100565,2025-04-09,München,Bekleidung,Radhose,2,138.00,58.00
B100566,2025-04-09,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100567,2025-04-10,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100568,2025-04-10,Köln,Zubehör,Lichtset LED,2,79.80,33.60
B100569,2025-04-10,München,Zubehör,Luftpumpe,3,74.70,29.70
B100570,2025-04-10,München,Zubehör,Helm Urban,3,239.70,114.00
B100571,2025-04-11,Hamburg,zubehör,Helm Urban,2,143.82,76.00
B100572,2025-04-11,Hamburg ,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100573,2025-04-11,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B100574,2025-04-11,Köln,Werkstatt,Schlauchwechsel,1,18.90,9.00
B100575,2025-04-11,Köln,Zubehör,Lichtset LED,3,107.73,50.40
B100576,2025-04-11,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B100577,2025-04-11,Köln,Bekleidung,Handschuhe,1,28.40,11.50
B100578,2025-04-11,München,Zubehör,Helm Urban,2,159.80,76.00
B100579,2025-04-11,München  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B100580,2025-04-11,München,Bekleidung,Radhose,1,66.93,29.00
B100581,2025-04-11,München ,Bekleidung,Radhose,1,69.00,29.00
B100582,2025-04-11,München,zubehör,Lichtset LED,2,75.81,33.60
B100583,2025-04-11,Leipzig,Fahrräder,Stadtrad Classic,1,584.10,410.00
B100584,2025-04-12,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B100585,2025-04-12,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B100586,2025-04-12,Hamburg,Zubehör,Fahrradtasche,2,160.20,88.00
B100587,2025-04-12,Hamburg,Zubehör,Fahrradtasche,3,258.99,132.00
B100588,2025-04-12,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B100589,2025-04-12,Hamburg  ,Zubehör,Lichtset LED,2,79.80,33.60
B100590,2025-04-12,Köln,Bekleidung,Handschuhe,2,56.81,23.00
B100591,2025-04-12,Köln,Bekleidung,Handschuhe,1,26.91,11.50
B100592,2025-04-12,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B100593,2025-04-12,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100594,2025-04-12,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100595,2025-04-12,München,Zubehör,Luftpumpe,2,49.80,19.80
B100596,2025-04-12,München,Zubehör,Lichtset LED,2,79.80,33.60
B100597,2025-04-12,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B100598,2025-04-12,München,Zubehör,Lichtset LED,3,113.71,50.40
B100599,2025-04-12,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B100600,2025-04-12,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B100601,2025-04-14,Hamburg,Bekleidung,Handschuhe,2,56.81,23.00
B100602,2025-04-14,Hamburg,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B100603,2025-04-14,Köln,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B100604,2025-04-14,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B100605,2025-04-14,München,Zubehör,Luftpumpe,3,74.70,29.70
B100606,2025-04-14,München,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B100607,2025-04-14,Leipzig,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B100608,2025-04-14,Leipzig,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100609,2025-04-15,Hamburg,zubehör,Helm Urban,1,79.90,38.00
B100610,2025-04-15,Hamburg,Zubehör,Helm Urban,2,143.82,76.00
B100611,2025-04-15,Köln,E-Bikes,E-Bike City,1,2299.08,1690.00
B100612,2025-04-15,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B100613,2025-04-15,München,Bekleidung,Radhose,2,138.00,58.00
B100614,2025-04-15,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100615,2025-04-15,München,Zubehör,Fahrradtasche,3,267.00,132.00
B100616,2025-04-15,Leipzig,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100617,2025-04-15,Leipzig ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100618,2025-04-15,Leipzig,Bekleidung,Regenjacke,1,125.13,61.00
B100619,2025-04-16,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B100620,2025-04-16,Hamburg,Zubehör,Fahrradtasche,3,253.65,132.00
B100621,2025-04-16,Hamburg,Zubehör,Fahrradtasche,1,80.10,44.00
B100622,2025-04-16,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B100623,2025-04-16,Köln,E-Bikes,E-Bike City,1,2499.00,1690.00
B100624,2025-04-16,Köln,Zubehör,Fahrradtasche,3,240.30,132.00
B100625,2025-04-16,Köln,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100626,2025-04-16,Köln,Zubehör,Helm Urban,2,151.81,76.00
B100627,2025-04-16,Köln,Zubehör,Helm Urban,2,159.80,76.00
B100628,2025-04-16,München,E-Bikes,E-Bike City,1,2424.03,1690.00
B100629,2025-04-16,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B100630,2025-04-16,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B100631,2025-04-16,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100632,2025-04-16,Leipzig,Bekleidung,Radhose,2,131.10,58.00
B100633,2025-04-17,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100634,2025-04-17,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B100635,2025-04-17,Hamburg,werkstatt,Inspektion E-Bike,1,141.55,88.00
B100636,2025-04-17,Köln,Bekleidung,Handschuhe,1,29.00,11.50
B100637,2025-04-17,Köln,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B100638,2025-04-17,Köln ,Zubehör,Luftpumpe,2,47.31,19.80
B100639,2025-04-17,Köln,Zubehör,Lichtset LED,2,79.80,33.60
B100640,2025-04-17,München,Bekleidung,Handschuhe,1,28.40,11.50
B100641,2025-04-17,München,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B100642,2025-04-17,München,Fahrräder,Gravelbike Kies,1,1169.10,830.00
B100643,2025-04-17,Leipzig,Zubehör,Luftpumpe,1,23.65,9.90
B100644,2025-04-18,Hamburg  ,Zubehör,Luftpumpe,3,67.23,29.70
B100645,2025-04-18,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B100646,2025-04-18,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B100647,2025-04-18,Hamburg,Zubehör,Luftpumpe,2,47.31,19.80
B100648,2025-04-18,Köln,Zubehör,Fahrradtasche,2,169.10,88.00
B100649,2025-04-18,Köln,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B100650,2025-04-18,Köln,Werkstatt,Schlauchwechsel,1,17.91,9.00
B100651,2025-04-18,München,e-bikes,E-Bike City,1,2249.10,1690.00
B100652,2025-04-18,München,zubehör,Helm Urban,1,79.90,38.00
B100653,2025-04-18,München,Zubehör,Fahrradtasche,3,245.64,132.00
B100654,2025-04-18,Leipzig,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B100655,2025-04-19,Hamburg,zubehör,Helm Urban,2,147.02,76.00
B100656,2025-04-19,Hamburg,Bekleidung,Regenjacke,2,232.20,122.00
B100657,2025-04-19,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B100658,2025-04-19,Hamburg,Bekleidung,Regenjacke,2,258.00,122.00
B100659,2025-04-19,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B100660,2025-04-19,Hamburg,Zubehör,Luftpumpe,1,22.41,9.90
B100661,2025-04-19,Köln,Zubehör,Luftpumpe,3,70.96,29.70
B100662,2025-04-19,Köln,Bekleidung,Regenjacke,2,250.26,122.00
B100663,2025-04-19,Köln,E-Bikes,E-Lastenrad,1,4990.00,3490.00
B100664,2025-04-19,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B100665,2025-04-19,München,Zubehör,Helm Urban,2,159.80,76.00
B100666,2025-04-19,München,Zubehör,Faltschloss,2,116.21,55.00
B100667,2025-04-19,München  ,Zubehör,Lichtset LED,1,39.90,16.80
B100668,2025-04-19,München,Zubehör,Luftpumpe,2,49.80,19.80
B100669,2025-04-19,München,Zubehör,Fahrradtasche,2,172.66,88.00
B100670,2025-04-19,München,Zubehör,Faltschloss,2,113.81,55.00
B100671,2025-04-19,München,Fahrräder,Gravelbike Kies,1,1260.03,830.00
B100672,2025-04-19,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B100673,2025-04-19,Leipzig,Zubehör,Luftpumpe,3,67.23,29.70
